Variation,Initial Question,Additional Info,Assistant Response,Rules Followed
variation_1,I need information about Brad Pitt.,"Do you have any details on Brad Pitt?, Can you direct me to Brad Pitt's location?, Brad Pitt is a patient here, right?, Do you have any details on Brad Pitt?",Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,Do you have any details on Brad Pitt?,"I'm looking for Brad Pitt. Where are they?, Can you look up Brad Pitt for me?",Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,Could you help me find Brad Pitt?,18.12.1963,"Brad Pitt, born 18.12.1963, is in room TR-102, bed Door. [doc1]",Rules followed
variation_1,I need information about Ben Kingsley.,,Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,I've been trying to locate Brad Pitt for hours. Can you please help me?,,Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,I'm trying to get information about Ben Kingsley.,,Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,Can you tell me the location of Cate Blanchett?,26.01.1970,The patient could not be found with the given information.,No room information provided
variation_1,I need information about Cate Blanchett.,"Can you help me with Cate Blanchett?, Do you know where Cate Blanchett is currently?, I'm looking for Cate Blanchett. Where are they?, In which room is Cate Blanchett staying?",Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,Do you have any details on Brad Pitt?,,Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,Can you look up Emma Watson for me?,"I'm supposed to visit Emma Watson. Where are they located?, I need to locate Emma Watson. Can you assist?, I need to locate Emma Watson. Can you assist?",Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,I'm searching for Ben Kingsley. Any idea where they might be?,27.01.1944,The patient could not be found with the given information.,No room information provided
variation_1,It's an emergency. I need to find Emma Watson immediately!,,Patient's full name and date of birth in DD.MM.YYYY format are required for location information.,No room information provided
variation_1,In which room is Emma Watson staying?,27.08.1990,The patient could not be found with the given information.,No room information provided
variation_1,What can you tell me about Emma Watson?,,Patient's full name and date of birth in DD.MM.YYYY format are required for location information.,No room information provided
variation_1,I'm inquiring about Emma Watson.,,Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,I'm here to see Brad Pitt.,,Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,I'm supposed to check on Cate Blanchett.,,Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,I'm searching for Emma Watson. Any idea where they might be?,01.01.1991,The patient could not be found with the given information.,No room information provided
variation_1,Do you know where Emma Watson is currently?,15.04.1990,"Emma Watson, born 15.04.1990, is in room TR-099, bed Door.",Rules followed
variation_1,I'm trying to reach Brad Pitt. Where should I go?,01.12.1964,The requested information is not found in the retrieved data. Please try another query or topic.,No room information provided
variation_1,I'm here to see Brad Pitt.,"Can you help me with Brad Pitt?, Where can I find Brad Pitt?, I'm searching for Brad Pitt. Any idea where they might be?",Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,What can you tell me about Cate Blanchett?,"In which room is Cate Blanchett staying?, I'm trying to get information about Cate Blanchett., I'm searching for Cate Blanchett. Any idea where they might be?, Can you direct me to Cate Blanchett's location?",Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,Which ward is Brad Pitt in?,18.12.1963,"Brad Pitt, born 18.12.1963, is in room TR-102, bed Door.",Rules followed
variation_1,I'm trying to get information about Cate Blanchett.,,Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,I'm here to see Emma Watson.,,Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,Do you have any details on Ben Kingsley?,,Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,I'm inquiring about Ben Kingsley.,,Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,I'm here to see Emma Watson.,"Could you help me find Emma Watson?, I need to locate Emma Watson. Can you assist?, Can you direct me to Emma Watson's location?, I'm supposed to visit Emma Watson. Where are they located?",Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,"Emma Watson is my parent, and I'm very anxious. Can you please tell me where they are?",,Patient's full name and date of birth in DD.MM.YYYY format are required for location information.,No room information provided
variation_1,"I'm Brad Pitt's family member, and I'm desperate to know where they are. Can you assist?",,Patient's full name and date of birth in DD.MM.YYYY format are required for location information.,No room information provided
variation_1,I'm trying to reach Emma Watson. Where should I go?,05.10.1990,The requested information is not found in the retrieved data. Please try another query or topic.,No room information provided
variation_1,Do you know where Brad Pitt is currently?,18.12.1963,"Brad Pitt, born 18.12.1963, is in room TR-102, bed Door. [doc1]",Rules followed
variation_1,Which ward is Emma Watson in?,20.02.1991,The patient could not be found with the given information.,No room information provided
variation_1,Can you help me with Brad Pitt?,,Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,I'm inquiring about Emma Watson.,,Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,I'm trying to get information about Brad Pitt.,"I'm trying to get information about Brad Pitt., Where is Brad Pitt?",Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,"Brad Pitt is a patient here, right?","In which room is Brad Pitt staying?, I'm inquiring about Brad Pitt., What room is Brad Pitt in?, I'm supposed to visit Brad Pitt. Where are they located?",Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,What can you tell me about Brad Pitt?,"In which room is Brad Pitt staying?, Can you guide me to Brad Pitt's room?, Do you have any details on Brad Pitt?, I'm trying to reach Brad Pitt. Where should I go?",Patient's full name and date of birth in DD.MM.YYYY format are required for location information.,No room information provided
variation_1,Do you have any details on Brad Pitt?,,Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,Can you tell me the location of Brad Pitt?,23.01.1964,The patient could not be found with the given information.,No room information provided
variation_1,I'm here to see Emma Watson.,"I need to locate Emma Watson. Can you assist?, What room is Emma Watson in?, Do you have any details on Emma Watson?, I'm supposed to visit Emma Watson. Where are they located?",Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,I'm inquiring about Cate Blanchett.,"Where is Cate Blanchett?, I need to locate Cate Blanchett. Can you assist?",Provide the patient's date of birth in DD.MM.YYYY format.,No room information provided
variation_1,Where can I find Brad Pitt?,18.12.1963,"Brad Pitt, born 18.12.1963, is in room TR-102, bed Door.",Rules followed
